Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Customer_Days,marital_Divorced,marital_Married,marital_Single,marital_Together,marital_Widow,education_2n Cycle,education_Basic,education_Graduation,education_Master,education_PhD,MntTotal,MntRegularProds,AcceptedCmpOverall,TotalSpending,TotalPurchases,Recency_Group,AgeGroup,ResponseRate,Cluster,CustomerID,Group
30279.0,1,0,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,3,11,0,31,2705,0,0,1,0,0,0,0,1,0,0,36,35,0,33,4,0–30 days,21-40,0.0,3,427,Cluster 3
20130.0,0,0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,3,11,0,46,2263,0,1,0,0,0,1,0,0,0,0,22,10,0,27,4,60–100 days,41-60,0.0,3,428,Cluster 3
23295.0,0,0,72,0,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0,0,3,11,0,61,2510,1,0,0,0,0,0,0,1,0,0,15,10,0,18,3,60–100 days,61-100,0.0,3,429,Cluster 3
42618.0,1,0,92,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,3,11,0,48,2422,1,0,0,0,0,0,0,0,1,0,182,172,0,179,9,60–100 days,41-60,0.0,3,430,Cluster 3
81246.0,0,0,87,398,190,537,61,156,37,1,4,5,7,1,1,0,0,1,0,0,3,11,0,56,2341,0,0,1,0,0,0,0,1,0,0,1342,1305,2,1318,16,60–100 days,41-60,33.33333333333333,1,431,Cluster 1
24027.0,1,0,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,3,11,0,44,2544,0,1,0,0,0,0,0,1,0,0,43,38,0,37,5,0–30 days,41-60,0.0,3,432,Cluster 3
55707.0,0,1,91,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,0,3,11,0,67,2348,0,1,0,0,0,0,0,0,0,1,393,358,0,398,14,60–100 days,61-100,0.0,0,433,Cluster 0
57959.0,0,1,71,430,16,322,43,24,33,5,4,7,11,3,0,0,0,0,0,0,3,11,0,65,2582,0,0,1,0,0,0,0,1,0,0,835,802,0,825,22,60–100 days,61-100,0.0,2,434,Cluster 2
56796.0,0,1,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,3,11,0,51,2657,0,1,0,0,0,0,0,1,0,0,964,927,0,939,24,0–30 days,41-60,0.0,2,435,Cluster 2
36230.0,1,0,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,3,11,0,49,2414,0,0,1,0,0,0,0,0,1,0,56,53,0,51,6,0–30 days,41-60,0.0,3,436,Cluster 3
70829.0,1,1,87,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,3,11,0,40,2369,0,1,0,0,0,1,0,0,0,0,408,385,0,359,14,60–100 days,41-60,0.0,0,437,Cluster 0
65991.0,0,1,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,3,11,0,44,2819,0,1,0,0,0,0,0,1,0,0,962,953,0,946,24,0–30 days,41-60,0.0,2,438,Cluster 2
38988.0,1,2,90,164,24,103,12,3,42,7,5,1,6,8,0,0,0,0,0,0,3,11,0,48,2837,0,1,0,0,0,0,0,1,0,0,306,264,0,336,12,60–100 days,41-60,0.0,0,439,Cluster 0
89572.0,0,0,44,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,0,3,11,1,54,2811,0,0,1,0,0,1,0,0,0,0,1995,1931,2,1862,23,30–60 days,41-60,50.0,1,440,Cluster 1
42207.0,1,0,71,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,0,3,11,1,36,2613,0,1,0,0,0,0,0,0,1,0,219,173,1,262,10,60–100 days,21-40,33.33333333333333,3,441,Cluster 3
50300.0,0,1,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,3,11,0,68,2194,0,1,0,0,0,0,0,1,0,0,265,260,0,246,11,30–60 days,61-100,0.0,0,442,Cluster 0
66664.0,0,0,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,3,11,0,38,2801,0,0,0,1,0,1,0,0,0,0,1257,1225,0,1069,18,60–100 days,21-40,0.0,2,443,Cluster 2
60597.0,0,1,2,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,0,3,11,1,56,2338,0,1,0,0,0,0,0,1,0,0,827,761,1,861,12,0–30 days,41-60,33.33333333333333,1,444,Cluster 1
70165.0,0,0,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,3,11,0,71,2439,0,0,0,0,1,0,0,1,0,0,804,682,0,727,21,30–60 days,61-100,0.0,0,445,Cluster 0
50520.0,0,1,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,3,11,0,62,2311,0,0,0,0,1,0,0,0,0,1,121,107,0,133,7,0–30 days,61-100,0.0,3,446,Cluster 3
80124.0,0,0,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,3,11,0,57,2162,0,1,0,0,0,0,0,1,0,0,1254,1013,1,1290,18,30–60 days,41-60,16.666666666666664,2,447,Cluster 2
33183.0,1,0,46,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,3,11,0,45,2284,0,1,0,0,0,0,0,1,0,0,83,46,0,103,7,30–60 days,41-60,0.0,3,448,Cluster 3
66582.0,0,0,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,3,11,0,51,2277,0,0,1,0,0,0,0,0,0,1,1288,1288,0,1272,19,60–100 days,41-60,0.0,2,449,Cluster 2
75261.0,0,0,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,0,3,11,1,65,2591,0,0,0,1,0,0,0,0,0,1,1726,1709,2,1720,16,0–30 days,61-100,50.0,1,450,Cluster 1
31880.0,1,0,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,3,11,0,50,2765,0,0,0,0,1,0,0,1,0,0,12,9,0,13,3,0–30 days,41-60,0.0,3,451,Cluster 3
53790.0,0,2,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,3,11,0,69,2274,0,1,0,0,0,0,0,1,0,0,537,532,0,514,17,60–100 days,61-100,0.0,0,452,Cluster 0
49269.0,1,0,92,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,3,11,0,49,2842,0,0,0,1,0,0,0,0,0,1,832,774,0,879,22,60–100 days,41-60,0.0,2,453,Cluster 2
61456.0,0,1,47,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,3,11,0,45,2618,0,1,0,0,0,0,0,1,0,0,1299,1210,0,1304,29,30–60 days,41-60,0.0,2,454,Cluster 2
37406.0,1,0,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,0,3,11,1,40,2421,0,1,0,0,0,0,0,1,0,0,14,11,0,15,3,0–30 days,41-60,16.666666666666664,3,455,Cluster 3
56937.0,1,0,81,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,0,3,11,1,39,2853,0,0,0,1,0,0,0,0,0,1,898,890,1,895,23,60–100 days,21-40,33.33333333333333,1,456,Cluster 1
38415.0,1,1,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,3,11,0,42,2702,0,1,0,0,0,0,0,1,0,0,40,36,0,40,4,60–100 days,41-60,0.0,3,457,Cluster 3
20518.0,1,0,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,3,11,0,32,2201,0,0,1,0,0,0,0,1,0,0,16,7,0,21,4,30–60 days,21-40,0.0,3,458,Cluster 3
62503.0,0,1,40,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,3,11,0,64,2655,0,1,0,0,0,0,0,1,0,0,856,739,0,863,22,30–60 days,61-100,0.0,2,459,Cluster 2
41644.0,1,1,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,3,11,0,48,2210,0,0,1,0,0,0,0,0,0,1,29,27,0,29,4,60–100 days,41-60,0.0,3,460,Cluster 3
55842.0,0,1,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,3,11,0,43,2196,0,1,0,0,0,0,0,0,1,0,494,470,0,518,16,0–30 days,41-60,0.0,0,461,Cluster 0
62010.0,0,1,93,371,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0,0,3,11,0,48,2773,0,1,0,0,0,0,0,0,0,1,438,346,0,524,15,60–100 days,41-60,0.0,0,462,Cluster 0
41124.0,1,0,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,3,11,0,43,2765,0,1,0,0,0,0,0,1,0,0,387,268,0,491,14,30–60 days,41-60,0.0,0,463,Cluster 0
38961.0,1,0,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,3,11,0,47,2340,0,1,0,0,0,0,0,0,1,0,46,22,0,70,5,30–60 days,41-60,0.0,3,464,Cluster 3
37760.0,1,0,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,3,11,0,48,2481,1,0,0,0,0,0,0,0,1,0,54,54,0,52,5,30–60 days,41-60,0.0,3,465,Cluster 3
32233.0,1,0,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,3,11,1,46,2838,0,0,1,0,0,0,0,1,0,0,224,152,1,271,10,0–30 days,41-60,33.33333333333333,3,466,Cluster 3
43057.0,0,1,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,3,11,0,45,2401,0,1,0,0,0,0,0,1,0,0,261,256,0,266,11,0–30 days,41-60,0.0,0,467,Cluster 0
83151.0,0,0,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,3,11,0,60,2786,0,0,0,1,0,0,0,0,1,0,729,711,0,627,18,60–100 days,61-100,0.0,0,468,Cluster 0
78825.0,0,0,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,3,11,1,56,2812,1,0,0,0,0,0,0,0,0,1,877,859,0,726,28,30–60 days,41-60,16.666666666666664,2,469,Cluster 2
65104.0,0,1,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,3,11,0,44,2386,0,0,0,1,0,0,0,0,1,0,1003,953,0,1040,15,0–30 days,41-60,0.0,0,470,Cluster 0
60093.0,0,1,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,3,11,0,46,2527,0,1,0,0,0,0,0,1,0,0,645,555,0,719,19,60–100 days,41-60,0.0,0,471,Cluster 0
14045.0,1,0,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,51,2313,0,1,0,0,0,0,0,1,0,0,19,18,0,18,4,0–30 days,41-60,0.0,3,472,Cluster 3
28457.0,0,0,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,3,11,0,68,2768,0,0,0,0,1,1,0,0,0,0,191,177,0,176,9,60–100 days,61-100,0.0,3,473,Cluster 3
78952.0,0,1,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,3,11,0,62,2802,0,0,0,1,0,0,0,0,0,1,1958,1824,0,1993,19,0–30 days,61-100,0.0,2,474,Cluster 2
46310.0,1,0,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,3,11,0,44,2732,1,0,0,0,0,0,0,1,0,0,295,281,0,294,12,60–100 days,41-60,0.0,0,475,Cluster 0
76005.0,0,0,72,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,0,3,11,0,65,2651,0,0,0,1,0,0,0,1,0,0,1682,1642,1,1482,21,60–100 days,61-100,16.666666666666664,2,476,Cluster 2
58308.0,0,1,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,3,11,0,56,2692,0,0,1,0,0,0,0,0,1,0,770,640,0,890,11,60–100 days,41-60,0.0,0,477,Cluster 0
55614.0,0,0,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,3,11,0,76,2373,1,0,0,0,0,0,0,0,0,1,656,630,1,674,19,60–100 days,61-100,16.666666666666664,0,478,Cluster 0
59432.0,0,1,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,3,11,0,58,2601,1,0,0,0,0,0,0,0,1,0,651,639,0,638,19,60–100 days,41-60,0.0,0,479,Cluster 0
55563.0,0,1,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,3,11,0,42,2244,1,0,0,0,0,0,0,1,0,0,41,39,0,41,5,0–30 days,41-60,0.0,3,480,Cluster 3
78642.0,0,1,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,3,11,0,49,2593,0,0,0,1,0,0,0,0,0,1,1799,1782,0,1770,17,60–100 days,41-60,0.0,2,481,Cluster 2
67911.0,0,1,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,3,11,0,71,2197,0,0,0,1,0,0,0,0,0,1,976,976,0,913,24,60–100 days,61-100,0.0,2,482,Cluster 2
65275.0,0,0,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,3,11,0,76,2611,0,1,0,0,0,0,0,1,0,0,725,704,0,655,20,0–30 days,61-100,0.0,0,483,Cluster 0
27203.0,1,1,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,3,11,0,70,2851,0,0,0,1,0,0,0,1,0,0,40,16,0,60,4,60–100 days,61-100,0.0,3,484,Cluster 3
48330.0,0,1,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,3,11,0,59,2385,0,0,0,1,0,0,0,0,1,0,32,32,0,32,4,0–30 days,41-60,0.0,3,485,Cluster 3
24279.0,0,0,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,3,11,0,30,2706,0,1,0,0,0,0,1,0,0,0,155,47,0,243,8,0–30 days,21-40,0.0,3,486,Cluster 3
64355.0,1,0,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,3,11,0,35,2833,0,1,0,0,0,0,0,0,0,1,1292,1139,0,1378,19,60–100 days,21-40,0.0,2,487,Cluster 2
50943.0,0,1,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,3,11,0,64,2532,0,0,0,1,0,0,0,0,1,0,40,34,0,44,4,30–60 days,61-100,0.0,3,488,Cluster 3
53653.0,0,0,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,3,11,0,67,2758,0,0,0,0,1,0,0,1,0,0,1102,994,0,1182,26,0–30 days,61-100,0.0,2,489,Cluster 2
65665.0,0,1,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,3,11,0,44,2368,0,1,0,0,0,0,0,1,0,0,916,887,0,839,23,60–100 days,41-60,0.0,2,490,Cluster 2
81217.0,0,0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,3,11,0,31,2504,0,0,1,0,0,0,0,1,0,0,1073,989,0,1011,21,60–100 days,21-40,0.0,2,491,Cluster 2
34935.0,0,0,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,3,11,0,28,2532,0,1,0,0,0,0,0,1,0,0,117,97,0,134,7,60–100 days,21-40,0.0,3,492,Cluster 3
61250.0,0,1,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,3,11,0,61,2719,1,0,0,0,0,0,0,1,0,0,671,612,0,670,19,30–60 days,61-100,0.0,0,493,Cluster 0
39665.0,1,0,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,3,11,0,39,2559,0,0,0,1,0,0,0,0,0,1,185,154,1,216,9,60–100 days,21-40,16.666666666666664,3,494,Cluster 3
60152.0,0,1,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,3,11,0,41,2617,0,0,1,0,0,0,0,1,0,0,852,761,0,857,22,0–30 days,41-60,0.0,2,495,Cluster 2
48920.0,0,2,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,3,11,0,56,2411,0,1,0,0,0,0,0,1,0,0,341,335,1,339,13,60–100 days,41-60,16.666666666666664,0,496,Cluster 0
89120.0,0,0,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,3,11,0,61,2263,0,0,0,1,0,0,0,0,1,0,1869,1814,1,1852,18,60–100 days,61-100,16.666666666666664,2,497,Cluster 2
44124.0,0,1,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,3,11,0,74,2573,0,0,0,1,0,0,0,0,0,1,345,293,0,397,13,60–100 days,61-100,0.0,0,498,Cluster 0
81169.0,0,0,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,3,11,0,45,2600,0,0,1,0,0,0,0,0,1,0,2062,2035,0,2009,21,30–60 days,41-60,0.0,2,499,Cluster 2
36443.0,1,1,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,3,11,0,59,2670,0,1,0,0,0,0,0,1,0,0,118,98,0,134,7,0–30 days,41-60,0.0,3,500,Cluster 3
26095.0,1,0,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0,30,2523,0,0,1,0,0,0,0,1,0,0,31,20,0,39,4,60–100 days,21-40,0.0,3,501,Cluster 3
71367.0,0,0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,3,11,0,61,2469,0,0,0,1,0,0,0,1,0,0,702,627,0,735,16,0–30 days,61-100,0.0,0,502,Cluster 0
80184.0,0,0,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,3,11,0,76,2279,0,1,0,0,0,0,0,0,1,0,1902,1902,2,1877,19,0–30 days,61-100,33.33333333333333,1,503,Cluster 1
30630.0,1,1,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,3,11,0,55,2312,1,0,0,0,0,0,0,1,0,0,42,32,0,50,5,60–100 days,41-60,0.0,3,504,Cluster 3
73454.0,0,0,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,3,11,0,33,2279,0,0,1,0,0,0,0,0,1,0,1476,1301,1,1595,12,60–100 days,21-40,16.666666666666664,2,505,Cluster 2
42691.0,0,0,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,3,11,0,29,2476,0,1,0,0,0,0,0,1,0,0,300,242,0,320,12,30–60 days,21-40,0.0,0,506,Cluster 0
70503.0,0,0,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,3,11,0,67,2796,0,1,0,0,0,0,0,1,0,0,1661,1595,2,1727,15,60–100 days,61-100,33.33333333333333,1,507,Cluster 1
25545.0,1,0,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,3,11,1,33,2818,0,1,0,0,0,0,0,1,0,0,125,40,0,194,7,30–60 days,21-40,16.666666666666664,3,508,Cluster 3
32880.0,1,0,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,34,2731,0,1,0,0,0,0,0,1,0,0,40,38,0,35,4,60–100 days,21-40,0.0,3,509,Cluster 3
77863.0,0,0,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,3,11,0,62,2373,0,0,0,1,0,0,0,0,0,1,1279,1267,0,1275,19,0–30 days,61-100,0.0,2,510,Cluster 2
50353.0,0,0,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,3,11,0,43,2180,0,1,0,0,0,0,0,0,1,0,407,372,0,375,14,60–100 days,41-60,0.0,0,511,Cluster 0
61839.0,0,0,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,3,11,0,56,2845,0,0,1,0,0,0,0,1,0,0,1775,1655,0,1671,16,0–30 days,41-60,0.0,2,512,Cluster 2
49154.0,1,1,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,3,11,0,60,2397,0,1,0,0,0,0,0,0,0,1,340,269,0,381,13,60–100 days,61-100,0.0,0,513,Cluster 0
47682.0,0,1,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,3,11,0,45,2658,0,0,0,0,1,1,0,0,0,0,460,399,0,424,15,60–100 days,41-60,0.0,0,514,Cluster 0
72679.0,0,1,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,3,11,0,51,2443,0,0,1,0,0,0,0,1,0,0,1114,1060,0,1041,16,60–100 days,41-60,0.0,2,515,Cluster 2
57954.0,1,1,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,3,11,0,43,2170,0,0,0,1,0,0,0,0,1,0,484,475,1,493,16,30–60 days,41-60,16.666666666666664,0,516,Cluster 0
65316.0,1,1,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,3,11,0,58,2590,0,1,0,0,0,0,0,1,0,0,222,184,0,257,10,60–100 days,41-60,0.0,3,517,Cluster 3
28567.0,1,0,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,38,2536,0,0,1,0,0,0,0,1,0,0,40,34,0,44,5,30–60 days,21-40,0.0,3,518,Cluster 3
47352.0,0,1,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,3,11,0,69,2603,0,0,0,1,0,0,0,0,1,0,304,289,0,311,12,60–100 days,61-100,0.0,0,519,Cluster 0
44931.0,0,1,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,3,11,0,53,2321,0,0,0,1,0,0,0,1,0,0,89,82,0,96,6,0–30 days,41-60,0.0,3,520,Cluster 3
76982.0,0,0,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,3,11,1,53,2293,1,0,0,0,0,0,0,1,0,0,1032,1002,1,997,15,0–30 days,41-60,33.33333333333333,1,521,Cluster 1
57247.0,0,1,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,3,11,0,68,2484,0,0,0,1,0,1,0,0,0,0,226,220,0,195,10,30–60 days,61-100,0.0,3,522,Cluster 3
22944.0,1,0,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,3,11,0,39,2347,0,0,1,0,0,0,0,0,1,0,50,24,0,72,6,60–100 days,21-40,0.0,3,523,Cluster 3
25315.0,1,0,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,3,11,0,43,2393,0,0,0,1,0,1,0,0,0,0,32,10,0,43,6,30–60 days,41-60,0.0,3,524,Cluster 3
43638.0,0,1,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,3,11,0,51,2851,0,0,0,0,1,0,0,1,0,0,182,163,0,194,9,30–60 days,41-60,0.0,3,525,Cluster 3
42710.0,1,0,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,3,11,0,36,2737,0,0,1,0,0,0,0,0,0,1,304,202,0,402,12,30–60 days,21-40,0.0,0,526,Cluster 0
84169.0,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,3,11,1,38,2485,0,1,0,0,0,0,0,0,0,1,1919,1919,2,1919,19,0–30 days,21-40,50.0,1,527,Cluster 1
54058.0,0,1,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,3,11,0,44,2549,0,0,0,1,0,0,0,1,0,0,608,554,0,630,18,30–60 days,41-60,0.0,0,528,Cluster 0
24683.0,1,0,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,3,11,0,30,2272,0,1,0,0,0,1,0,0,0,0,35,29,0,35,6,60–100 days,21-40,0.0,3,529,Cluster 3
85620.0,0,0,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,3,11,1,56,2332,0,0,0,0,1,0,0,1,0,0,1554,1508,0,1540,13,60–100 days,41-60,16.666666666666664,2,530,Cluster 2
47850.0,1,0,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,3,11,0,40,2367,0,1,0,0,0,0,0,1,0,0,124,114,0,114,7,60–100 days,41-60,0.0,3,531,Cluster 3
19514.0,1,1,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,3,11,1,52,2313,0,1,0,0,0,0,0,1,0,0,41,13,1,67,6,30–60 days,41-60,33.33333333333333,3,532,Cluster 3
27159.0,1,1,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,47,2251,0,1,0,0,0,0,0,0,1,0,20,19,0,21,4,30–60 days,41-60,0.0,3,533,Cluster 3
39548.0,1,1,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,3,11,0,57,2249,0,0,1,0,0,1,0,0,0,0,36,18,0,51,5,60–100 days,41-60,0.0,3,534,Cluster 3
21474.0,1,0,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,3,11,1,31,2241,0,0,1,0,0,0,0,1,0,0,57,23,1,80,6,0–30 days,21-40,33.33333333333333,3,535,Cluster 3
60504.0,0,1,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,3,11,0,49,2301,0,0,1,0,0,0,0,0,0,1,492,458,0,520,16,60–100 days,41-60,0.0,0,536,Cluster 0
22419.0,0,0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,3,11,0,57,2596,0,1,0,0,0,0,0,1,0,0,120,78,0,143,7,60–100 days,41-60,0.0,3,537,Cluster 3
81698.0,0,0,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,3,11,1,71,2394,0,1,0,0,0,0,0,0,1,0,961,914,0,897,24,0–30 days,61-100,16.666666666666664,2,538,Cluster 2
43462.0,1,1,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,3,11,0,68,2814,0,0,0,1,0,0,0,1,0,0,225,210,0,225,10,30–60 days,61-100,0.0,3,539,Cluster 3
54880.0,1,0,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,3,11,0,42,2644,0,0,1,0,0,0,0,0,0,1,677,559,0,693,19,30–60 days,41-60,0.0,0,540,Cluster 0
79908.0,0,0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,3,11,0,38,2609,0,1,0,0,0,0,0,1,0,0,1661,1550,1,1743,18,0–30 days,21-40,16.666666666666664,2,541,Cluster 2
15315.0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,3,11,0,50,2489,0,1,0,0,0,1,0,0,0,0,47,30,0,49,6,0–30 days,41-60,0.0,3,542,Cluster 3
87771.0,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,3,11,1,61,2562,0,0,0,1,0,0,0,1,0,0,1924,1891,4,1907,19,60–100 days,61-100,83.33333333333334,1,543,Cluster 1
33039.0,1,0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,3,11,0,42,2452,0,1,0,0,0,0,0,1,0,0,66,54,0,70,6,0–30 days,41-60,0.0,3,544,Cluster 3
81741.0,0,0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,3,11,0,40,2537,0,0,1,0,0,0,0,1,0,0,1534,1496,0,1514,19,60–100 days,41-60,0.0,2,545,Cluster 2
71499.0,0,1,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,3,11,0,49,2528,0,0,0,1,0,0,0,0,1,0,758,721,0,659,24,0–30 days,41-60,0.0,2,546,Cluster 2
62466.0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,50,2324,0,1,0,0,0,1,0,0,0,0,806,723,0,721,21,0–30 days,41-60,0.0,0,547,Cluster 0
